transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
583,0,3053,4/16/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
590,0,1141,2/16/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,33364
600,0,964,6/24/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
605,0,3023,3/23/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,40649
624,0,1600,8/12/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
643,0,3245,9/28/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
659,0,2240,4/18/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,33552
675,0,1817,7/5/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
677,0,2609,7/2/2017,FALSE,Approved,,,,,1972.01,,
694,0,294,6/15/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,34165
704,0,1874,8/1/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,35470
714,0,2554,3/20/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
720,0,1480,10/16/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,38859
731,0,411,2/9/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
742,0,2419,11/9/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
781,0,897,5/10/2017,TRUE,Approved,,,,,311.54,,
783,0,2453,8/7/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
786,0,666,4/14/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,35667
814,0,928,7/24/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,35667
842,0,294,9/6/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,35707
851,0,3086,12/12/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
856,0,2247,2/12/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42710
892,0,2384,7/23/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,38258
898,0,1710,4/3/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
902,0,6,5/21/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,33364
930,0,907,12/4/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,35470
952,0,2972,1/15/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
975,0,1904,8/23/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482
978,0,2210,11/11/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
1004,0,2254,5/16/2017,FALSE,Cancelled,,,,,205.84,,
1035,0,667,1/7/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41167
1065,0,1173,9/1/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
1079,0,1470,4/28/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
1105,0,469,2/5/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
1122,0,1147,6/11/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41701
1126,0,2597,12/25/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,41064
1129,0,1611,9/27/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,34527
1130,0,230,10/23/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
1131,0,2163,3/9/2017,FALSE,Approved,,,,,605.54,,
1143,0,2912,5/2/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
1159,0,1237,11/11/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245
1172,0,2099,3/25/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,42218
1190,0,1405,11/5/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,40784
1197,0,2234,4/4/2017,FALSE,Approved,,,,,756.31,,
1200,0,86,6/21/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,38647
1214,0,215,10/9/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,42172
1238,0,1640,2/27/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,33888
1262,0,2679,10/6/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143
1272,0,1759,6/17/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
1281,0,2500,2/19/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,41047
1283,0,397,8/9/2017,FALSE,Approved,,,,,850,,
1296,0,3375,10/24/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,38258
1308,0,1908,8/16/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,33364
1334,0,1304,1/18/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245
1403,0,2891,1/1/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,34170
1420,0,988,9/9/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206
1471,0,1647,5/18/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,35470
1492,0,1623,12/28/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,33259
1520,0,453,6/5/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
1521,0,2114,7/8/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
1536,0,1290,11/16/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,38002
1549,0,240,9/14/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,33259
1563,0,64,4/20/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
1568,0,3081,3/17/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,33888
1573,0,2027,9/29/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
1575,0,2347,7/29/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
1576,0,2420,5/5/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
1584,0,656,10/20/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
1622,0,736,9/7/2017,,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
1636,0,966,12/17/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
1654,0,1972,10/5/2017,FALSE,Approved,,,,,571.27,,
1665,0,1024,7/8/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,33888
1671,0,3020,10/22/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,37823
1681,0,2733,5/18/2017,FALSE,Approved,,,,,294.35,,
1691,0,3119,9/15/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
1698,0,1707,10/13/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
1733,0,1879,11/13/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
1748,0,258,4/19/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
1753,0,925,7/25/2017,FALSE,Approved,,,,,149.3,,
1766,0,3483,9/4/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,41064
1772,0,3112,1/29/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,36833
1779,0,2153,3/23/2017,FALSE,Approved,,,,,447.25,,
1794,0,993,4/10/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
1809,0,2559,11/2/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
1812,0,2413,10/18/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,42458
1822,0,1907,9/11/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
1864,0,501,4/24/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105
1865,0,2307,7/9/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,42105
1876,0,1674,3/26/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
1878,0,993,12/17/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
1910,0,1662,7/16/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
1911,0,1109,4/1/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
1927,0,676,7/1/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,39526
1929,0,2790,2/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
1943,0,414,7/17/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
1977,0,2965,4/19/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
2039,0,2951,9/18/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
2044,0,3265,10/3/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
2056,0,2285,4/11/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
2067,0,804,6/27/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
2123,0,945,6/28/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,35707
2130,0,260,11/19/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,34079
2163,0,260,10/3/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,35052
2166,0,1528,3/30/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143
2167,0,2575,3/18/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,41009
2185,0,3013,8/21/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
2186,0,2955,12/11/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
2187,0,1568,3/14/2017,TRUE,Approved,,,,,1348.41,,
2199,0,936,2/11/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
2233,0,2073,2/23/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,33888
2239,0,3326,4/30/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,42404
2248,0,296,12/22/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,41434
2253,0,2443,12/18/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
2271,0,1674,11/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
2303,0,2465,4/22/2017,FALSE,Approved,,,,,1021.43,,
2312,0,3325,11/15/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
2314,0,3250,7/29/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,38647
2344,0,598,7/30/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
2373,0,1729,4/26/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
2374,0,3265,5/1/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
2376,0,758,4/10/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,35455
2388,0,1742,4/16/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
2401,0,86,7/30/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,36668
2431,0,1916,4/19/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,38573
2478,0,676,7/27/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,42710
2483,0,385,9/13/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,37668
2496,0,3490,3/18/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
2505,0,858,2/20/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,41009
2513,0,289,11/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
2524,0,2089,2/28/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
2526,0,1922,2/3/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,35707
2561,0,1942,4/14/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
2590,0,2981,4/9/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41167
2595,0,2505,12/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
2606,0,1323,4/18/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,38859
2607,0,1912,10/28/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
2639,0,602,5/17/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36833
2676,0,336,10/9/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
2682,0,2068,7/24/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
2718,0,958,4/18/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
2733,0,963,9/13/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,38258
2734,0,1432,11/27/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40618
2743,0,1107,11/12/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105
2758,0,1810,12/24/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002
2767,0,1307,8/19/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,33552
2773,0,1136,5/8/2017,,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
2802,0,501,5/31/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071
2815,0,2697,8/28/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
2821,0,2307,8/22/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206
2824,0,306,8/29/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
2846,0,2358,11/16/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,38991
2875,0,2012,6/9/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
2887,0,2770,8/12/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,36361
2925,0,1480,11/16/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,33879
2935,0,1910,9/6/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
2940,0,395,4/2/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41009
2943,0,820,1/6/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
2945,0,3465,10/19/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,42560
2948,0,3212,9/14/2017,FALSE,Approved,,,,,1163.77,,
2953,0,1410,10/31/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42458
2957,0,1912,11/22/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
2967,0,308,5/18/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206
2984,0,3042,2/20/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40618
2987,0,1136,1/13/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
2991,0,812,4/10/2017,TRUE,Approved,,,,,1294.66,,
3014,0,3148,11/5/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40336
3020,0,1525,12/6/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206
3031,0,548,9/14/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,35052
3085,0,3042,3/11/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,37668
3096,0,3252,5/22/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38859
3099,0,3313,5/18/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,42560
3104,0,1833,12/20/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,42458
3117,0,2494,2/18/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
3170,0,263,11/5/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
3195,0,1902,12/9/2017,FALSE,Approved,,,,,638.29,,
3196,0,1470,11/27/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,42458
3200,0,247,1/21/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
3221,0,2058,3/19/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
3260,0,3168,2/24/2017,TRUE,Approved,,,,,1202.34,,
3273,0,1731,10/25/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,33552
3304,0,2621,11/1/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
3323,0,3418,9/10/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
3339,0,2189,6/4/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
3356,0,2459,7/26/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206
3370,0,1798,12/17/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,33455
3409,0,52,3/11/2017,TRUE,Approved,,,,,326.86,,
3421,0,2553,3/17/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34115
3443,0,1640,1/27/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,40670
3447,0,2603,2/24/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
3472,0,412,12/3/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
3493,0,2281,2/4/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482
3536,0,1691,12/28/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,38991
3556,0,2468,12/9/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
3560,0,1449,4/8/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
3590,0,1788,12/1/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,38859
3607,0,1614,7/22/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
3610,0,758,12/3/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,35667
3624,0,1074,2/7/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002
3628,0,1719,11/25/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,37668
3649,0,964,2/25/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
3650,0,1165,10/13/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
3678,0,124,10/9/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,37499
3726,0,3038,7/4/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
3727,0,1148,12/22/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
3734,0,645,9/5/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
3737,0,3126,5/22/2017,TRUE,Cancelled,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
3764,0,1343,7/17/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
3774,0,629,2/25/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
3782,0,1503,11/26/2017,TRUE,Approved,,,,,814.86,,
3785,0,988,5/12/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
3837,0,2059,7/13/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
3839,0,3271,2/7/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,36334
3849,0,2204,5/15/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245
3851,0,2224,2/12/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,40553
3878,0,696,7/30/2017,FALSE,Approved,,,,,1102.68,,
3905,0,3323,3/11/2017,,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
3909,0,3239,6/19/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
3927,0,2968,6/27/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
3930,0,3415,10/30/2017,,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,37626
3941,0,1930,7/2/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
3975,0,2720,4/25/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
4004,0,485,8/19/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
4013,0,6,9/16/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,36361
4025,0,3264,5/5/2017,TRUE,Approved,,,,,1880.4,,
4041,0,2125,12/17/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
4074,0,1841,4/9/2017,FALSE,Approved,,,,,1541.62,,
4082,0,637,1/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
4091,0,1877,1/18/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,41922
4092,0,137,12/3/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
4128,0,3242,1/4/2017,TRUE,Approved,,,,,639.38,,
4145,0,1519,5/15/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,35667
4153,0,428,8/6/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,35160
4164,0,625,12/14/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
4182,0,2247,6/18/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,38573
4207,0,1678,5/13/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,40779
4218,0,1509,1/10/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,38991
4223,0,2479,5/5/2017,TRUE,Approved,,,,,402.14,,
4225,0,2405,5/2/2017,FALSE,Approved,,,,,710.55,,
4228,0,3464,6/4/2017,FALSE,Approved,,,,,1142.89,,
4270,0,1144,10/13/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105
4285,0,1144,12/13/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,41047
4292,0,767,8/30/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
4318,0,1401,5/18/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
4323,0,894,8/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37823
4339,0,1741,4/12/2017,FALSE,Approved,,,,,813.6,,
4343,0,1786,7/6/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,39915
4346,0,714,7/29/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,37626
